Name,Region,Image,IsDisbanded,RenamedTo,IsLowercase,Short,OverviewPage
The Kings Moon,Latin America,https://lol.fandom.com/wiki/Special:Redirect/file/The Kings Moonlogo square.png,1,,0,TKM,The Kings Moon
The Krusty Krew,North America,https://lol.fandom.com/wiki/Special:Redirect/file/The Krusty Crewlogo square.png,1,,0,TKC,The Krusty Crew
The Largest Salary,CIS,https://lol.fandom.com/wiki/Special:Redirect/file/The Largest Salarylogo square.png,1,,0,TLS,The Largest Salary
The Last Dance,North America,https://lol.fandom.com/wiki/Special:Redirect/file/The Last Dancelogo square.png,1,,0,TLD,The Last Dance
The Last Monk,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/The Last Monklogo square.png,1,,0,TLM,The Last Monk
The League of Extraordinary Monsters,North America,https://lol.fandom.com/wiki/Special:Redirect/file/The League of Extraordinary Monsterslogo square.png,1,,0,LXM,The League of Extraordinary Monsters
The Longest Yard,North America,https://lol.fandom.com/wiki/Special:Redirect/file/The Longest Yardlogo square.png,1,,0,TLY,The Longest Yard
The Mighty Midgets,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Unknown Infobox Image - Team.png,1,,0,THE,The Mighty Midgets
The Nameless,North America,https://lol.fandom.com/wiki/Special:Redirect/file/The Namelesslogo square.png,1,,0,NE,The Nameless
The Natives,SEA,https://lol.fandom.com/wiki/Special:Redirect/file/The Nativeslogo square.png,1,,0,TNT,The Natives
The Northern Front,North America,https://lol.fandom.com/wiki/Special:Redirect/file/The Northern Frontlogo square.png,1,,0,TNF,The Northern Front
The Pack,North America,https://lol.fandom.com/wiki/Special:Redirect/file/The Packlogo square.png,1,,0,TPK,The Pack
The Plan,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/The Planlogo square.png,1,,0,TP,The Plan
The RED,CIS,https://lol.fandom.com/wiki/Special:Redirect/file/The RED logo.png,1,,0,RED,The RED
The Ruddy Sack,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/The Ruddy Sacklogo square.png,0,,0,RS,The Ruddy Sack
The Salad Bar,North America,https://lol.fandom.com/wiki/Special:Redirect/file/The Salad Barlogo square.png,1,,0,TSB,The Salad Bar
The Secret Club,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/The Secret Clublogo square.png,0,,0,TSC,The Secret Club
The Spawn Esports,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/The Spawn Esportslogo square.png,1,,0,SPN,The Spawn Esports
The Tower,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/The Towerlogo square.png,1,,0,TT,The Tower
The Walking Zed,North America,https://lol.fandom.com/wiki/Special:Redirect/file/Twz_Logo_-_Riot.png,1,,0,TWZ,The Walking Zed
The Wigglets,North America,https://lol.fandom.com/wiki/Special:Redirect/file/The Wiggletslogo square.png,1,,0,WGIT,The Wigglets
Third Party,Americas,https://lol.fandom.com/wiki/Special:Redirect/file/Third Partylogo square.png,0,,0,3P,Third Party
Thirsty Chinchillas,SEA,https://lol.fandom.com/wiki/Special:Redirect/file/TCH_logo.png,1,,0,TCH,Thirsty Chinchillas
Thunder Awaken,Latin America,https://lol.fandom.com/wiki/Special:Redirect/file/Thunder Awakenlogo square.png,1,,0,TA,Thunder Awaken
ThunderBot SPARTA,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/thunderboltSPARTA Logo.png,1,,0,TBS,ThunderBot SPARTA
Thunderclouds E-Sports,MENA,https://lol.fandom.com/wiki/Special:Redirect/file/Thunderclouds E-Sportslogo square.png,1,,0,TC,Thunderclouds E-Sports
ThunderFlash,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/ThunderFlashlogo square.png,1,,0,TFH,ThunderFlash
ThunderoBot Gaming,China,https://lol.fandom.com/wiki/Special:Redirect/file/ThunderoBot Gaminglogo profile.png,1,,0,TRG,ThunderoBot Gaming
ThunderTalk Gaming,China,https://lol.fandom.com/wiki/Special:Redirect/file/ThunderTalk Gaminglogo square.png,0,,0,TT,ThunderTalk Gaming
ThunderTalk Gaming Young,China,https://lol.fandom.com/wiki/Special:Redirect/file/ThunderTalk Gaming Younglogo square.png,0,,0,TT.Y,ThunderTalk Gaming Young
ThunderX3 Baskonia,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/ThunderX3 Baskonialogo square.png,1,,0,BKN,ThunderX3 Baskonia
THUNDR Esports,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/THUNDR Esportslogo square.png,1,,0,TDR,THUNDR Esports
Tick Trick and Duck,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/TTD logo.png,1,,0,TTD,Tick Trick and Duck
Tigris eSports,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Tigris eSportslogo square.png,1,,0,TIG,Tigris eSports
Tiktok Tony Top,North America,https://lol.fandom.com/wiki/Special:Redirect/file/Tiktok Tony Toplogo square.png,1,Team Tony Top,0,TONY,Tiktok Tony Top
Till Dawn,SEA,https://lol.fandom.com/wiki/Special:Redirect/file/Till Dawnlogo square.png,1,,0,TDW,Till Dawn
Timeout Esports,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Timeout Esportslogo square.png,1,,0,TO,Timeout Esports
Timeout Esports Academy,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Timeout Esports Academylogo square.png,1,,0,TO.A,Timeout Esports Academy
Tindastóll,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Tindastólllogo square.png,1,,0,TND,Tindastóll
Titan Catipay,China,https://lol.fandom.com/wiki/Special:Redirect/file/Titan Catipay logo.jpg,1,,0,TC,Titan Catipay
TITANS ESPORTS,CIS,https://lol.fandom.com/wiki/Special:Redirect/file/Titanse.png,1,,0,TITANS,TITANS ESPORTS
Titans Gaming Center,MENA,https://lol.fandom.com/wiki/Special:Redirect/file/Titans Gaming Centerlogo square.png,0,,0,TGC,Titans Gaming Center
TKA E-Sports,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/TKA E-Sportslogo square.png,1,,0,TKA,TKA E-Sports
TM Gaming,Oceania,https://lol.fandom.com/wiki/Special:Redirect/file/TM Gaminglogo square.png,1,Tectonic,0,tM,TM Gaming
TNC Pro Team,SEA,https://lol.fandom.com/wiki/Special:Redirect/file/TNC Pro Teamlogo square.png,1,,0,TNC,TNC Pro Team
TNU Eagle (東南飛鷹),Asia Pacific,https://lol.fandom.com/wiki/Special:Redirect/file/TNU Eaglelogo square.png,0,,0,TNU,TNU Eagle
Tồ Gaming,Vietnam,https://lol.fandom.com/wiki/Special:Redirect/file/Tồ Gaminglogo square.png,1,,0,TG,Tồ Gaming
To The Arena,North America,https://lol.fandom.com/wiki/Special:Redirect/file/To The Arenalogo square.png,1,,0,TTA,To The Arena
Together Esports,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Together Esportslogo square.png,1,H34T Esports,0,TE,Together Esports
Tomorrow Esports,Americas,https://lol.fandom.com/wiki/Special:Redirect/file/Tomorrow Esportslogo profile.png,1,,0,TMR,Tomorrow Esports
Tongtex Suns (東泰太陽),Asia Pacific,https://lol.fandom.com/wiki/Special:Redirect/file/Tongtex Sunslogo square.png,1,,0,TS,Tongtex Suns
Tony Parker Adéquat Academy,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Tony Parker Adéquat Academylogo profile.png,1,,0,TPAA,Tony Parker Adéquat Academy
TOOOLS esports,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/TOOOLS esportslogo square.png,1,,0,OOO,TOOOLS esports
Top Dog Gaming,North America,https://lol.fandom.com/wiki/Special:Redirect/file/Top_Dog_Gaming_Profile_Logo.png,1,,0,TDG,Top Dog Gaming
Top Esports,China,https://lol.fandom.com/wiki/Special:Redirect/file/Top Esportslogo profile.png,0,,0,TES,Top Esports
Top Esports Challenger,China,https://lol.fandom.com/wiki/Special:Redirect/file/Top Esports Challengerlogo square.png,0,,0,TES.C,Top Esports Challenger
TopHard Esports,Latin America,https://lol.fandom.com/wiki/Special:Redirect/file/TopHard Esportslogo profile.png,1,,0,TH,TopHard Esports
ToxicFalcons eSports,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/ToxicFalcons eSportslogo square.png,1,Aethra Esports,0,TF,ToxicFalcons eSports
ToxicFalcons eSports Belgium,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/ToxicFalcons eSports Belgiumlogo square.png,1,Aethra Esports Belgium,0,TF.BE,ToxicFalcons eSports Belgium
ToxicFalcons Oldschool,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/ToxicFalcons Oldschoollogo square.png,1,Aethra Esports Oldschool,0,TF.OS,ToxicFalcons Oldschool
TrainHard eSport,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/TrainHard eSportlogo square.png,1,,0,TH,TrainHard eSport
Trance's Tyrants,North America,https://lol.fandom.com/wiki/Special:Redirect/file/Trance's Tyrantslogo square.png,1,,0,TTS,Trance's Tyrants
Tricked Esport,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Tricked eSportslogo square.png,1,,0,TRC,Tricked Esport
Tricksters,CIS,https://lol.fandom.com/wiki/Special:Redirect/file/Tricksterslogo square.png,1,,0,TRX,Tricksters
Trident Esports,Oceania,https://lol.fandom.com/wiki/Special:Redirect/file/Trident_Esports_Newlogo_square.png,1,,0,TRI,Trident Esports
Triple Esports,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Triple Esportslogo profile.png,1,,0,TRP,Triple Esports
Triumphant Song Gaming,China,https://lol.fandom.com/wiki/Special:Redirect/file/Triumphant Song Gaminglogo_square.png,1,,0,TSG,Triumphant Song Gaming
Tropa Raizen,Americas,https://lol.fandom.com/wiki/Special:Redirect/file/Tropa Raizenlogo square.png,0,,0,TRZ,Tropa Raizen
True eSport,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/True eSportlogo square.png,1,,0,TeS,True eSport
TSM,North America,https://lol.fandom.com/wiki/Special:Redirect/file/TSMlogo profile.png,1,,0,TSM,TSM
TSM Academy,North America,https://lol.fandom.com/wiki/Special:Redirect/file/TSMlogo profile.png,1,TSM Challengers,0,TSM.A,TSM Academy
TSM Amateur,North America,https://lol.fandom.com/wiki/Special:Redirect/file/TSMlogo profile.png,1,,0,TSM.Am,TSM Amateur
TSM Challengers,North America,https://lol.fandom.com/wiki/Special:Redirect/file/TSMlogo profile.png,1,,0,TSMC,TSM Challengers
TSM Darkness,North America,https://lol.fandom.com/wiki/Special:Redirect/file/TSM_Logo.jpg,1,Elomingle,0,TSD,TSM Darkness
Tt Dragons Taiwan,LMS,https://lol.fandom.com/wiki/Special:Redirect/file/Tt Dragons Taiwanlogo square.png,1,,0,TTD,Tt Dragons Taiwan
Tt eSPORTS Dragons,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/ttdragons.jpg,1,,0,TTD,Tt Dragons
Tundra Gaming,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Tundra Gaminglogo square.png,1,,0,TDG,Tundra Gaming
Turing eSports,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Turing eSportslogo square.png,1,,0,TS,Turing eSports
Twareg Esports,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Twareg Esportslogo square.png,0,,0,TRG,Twareg Esports
TWELVE,China,https://lol.fandom.com/wiki/Special:Redirect/file/TWELVElogo square.png,1,,0,12,TWELVE
Twisted Minds,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Twisted Mindslogo profile.png,1,,0,TWIS,Twisted Minds
Two-eyed Monsters,Japan,https://lol.fandom.com/wiki/Special:Redirect/file/Two-eyed Monsterslogo square.png,1,,0,2eM,Two-eyed Monsters
TWOTWOEIGHT,LMS,https://lol.fandom.com/wiki/Special:Redirect/file/TWOTWOEIGHTlogo_square.png,1,,0,228,TWOTWOEIGHT
TyLoo,China,https://lol.fandom.com/wiki/Special:Redirect/file/TyLoologo_square.png,1,,0,TL,TyLoo
U Rage QuiT,LAS,https://lol.fandom.com/wiki/Special:Redirect/file/U Rage QuiTlogo square.png,1,Rock Solid (Argentina Team),0,URQ,U Rage QuiT
U4RIA Nerium,North America,https://lol.fandom.com/wiki/Special:Redirect/file/U4RIA Neriumlogo square.png,1,,0,U4,U4RIA Nerium
UCAM Esports,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/UCAM Esportslogo square.png,0,,0,UCAM,UCAM Esports
UCAM Esports Academy,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/UCAM Esports Academylogo square.png,1,,0,UCAM.A,UCAM Esports Academy
UCAM Penguins,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/UCAM Penguinslogo square.png,1,UCAM Esports Club,0,UCAM,UCAM Penguins
UCAM Penguins Academy,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/UCAM Penguins Academylogo square.png,1,UCAM Esports Club Academy,0,UCAM.A,UCAM Penguins Academy
UCXD,North America,https://lol.fandom.com/wiki/Special:Redirect/file/UCXDlogo square.png,1,,0,UCXD,UCXD
Ukrainian Glory Team,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Ukrainian Glory Teamlogo square.png,1,,0,UGT,Ukrainian Glory Team
ULF Esports,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/ULF Esportslogo square.png,0,,0,ULF,ULF Esports
Ultimate Gaming,SEA,https://lol.fandom.com/wiki/Special:Redirect/file/Ultimate_Gaminglogo_square.png,1,,0,ULT,Ultimate Gaming
Ultimate Senpai,SEA,https://lol.fandom.com/wiki/Special:Redirect/file/Ultimate Senpailogo square.png,1,,0,USP,Ultimate Senpai
Ultra Prime,China,https://lol.fandom.com/wiki/Special:Redirect/file/Ultra Primelogo profile.png,0,,0,UP,Ultra Prime
Ultra Prime Academy,China,https://lol.fandom.com/wiki/Special:Redirect/file/Ultra Prime Academylogo profile.png,1,,0,UPA,Ultra Prime Academy
Umbra Collective,North America,https://lol.fandom.com/wiki/Special:Redirect/file/Umbra Collectivelogo square.png,1,,0,UC,Umbra Collective
Umbra Divinus Gaming,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Umbra Divinus Gaminglogo square.png,1,,0,UDG,Umbra Divinus Gaming
Undead Gaming,Americas,https://lol.fandom.com/wiki/Special:Redirect/file/Undead Gaminglogo square.png,0,,0,UBK,Undead Gaming
Underdog,SEA,https://lol.fandom.com/wiki/Special:Redirect/file/Underdoglogo square.png,1,,0,UDG,Underdog
Underworld Esports,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Underworld Esportslogo square.png,0,,0,UW,Underworld Esports
Unfazed Esport,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Unfazed Esportlogo square.png,1,,0,UFZ,Unfazed Esport
Unicorns of Love,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Unicorns of Lovelogo profile.png,1,Unicorns of Love.CIS,0,UOL,Unicorns of Love
Unicorns of Love Sexy Edition,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Unicorns of Love Sexy Editionlogo square.png,0,,0,USE,Unicorns of Love Sexy Edition
Unicorns of Love.CIS,CIS,https://lol.fandom.com/wiki/Special:Redirect/file/Unicorns of Love.CISlogo profile.png,1,,0,UOL,Unicorns of Love.CIS
UniQ Esports Club,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/UniQ Esports Clublogo square.png,1,,0,UNIQ,UniQ Esports Club
Universae Instituto FP,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Universae Instituto FPlogo square.png,0,,0,UNIV,Universae Instituto FP
Universidad Católica Esports,Latin America,https://lol.fandom.com/wiki/Special:Redirect/file/Universidad Católica Esportslogo square.png,1,Cruzados Esports,0,UC,Universidad Católica Esports
Universidad de Chile Esports,Latin America,https://lol.fandom.com/wiki/Special:Redirect/file/Universidad de Chile Esportslogo square.png,1,Azules Esports,0,UCH,Universidad de Chile Esports
Universitario Esports,Latin America,https://lol.fandom.com/wiki/Special:Redirect/file/Universitario Esportslogo square.png,1,,0,UE,Universitario Esports
University of British Columbia,Americas,https://lol.fandom.com/wiki/Special:Redirect/file/University of British Columbialogo square.png,0,,0,UBC,University of British Columbia
"University of California, Irvine",Americas,https://lol.fandom.com/wiki/Special:Redirect/file/Uci logo150.png,0,,0,UCI,University of California Irvine
"University of California, Los Angeles",Americas,https://lol.fandom.com/wiki/Special:Redirect/file/University of California Los Angeleslogo square.png,0,,0,UCLA,University of California Los Angeles
"University of California, Riverside",Americas,https://lol.fandom.com/wiki/Special:Redirect/file/University of California Riversidelogo square.png,0,,0,UCR,University of California Riverside
"University of California, San Diego",Americas,https://lol.fandom.com/wiki/Special:Redirect/file/University of California San Diegologo square.png,0,,0,UCSD,University of California San Diego
University of Colorado Boulder,Americas,https://lol.fandom.com/wiki/Special:Redirect/file/University of Colorado Boulderlogo square.png,0,,0,CUB,University of Colorado Boulder
University of Illinois at Urbana-Champaign,Americas,https://lol.fandom.com/wiki/Special:Redirect/file/University of Illinois at Urbana-Champaignlogo square.png,0,,0,UIUC,University of Illinois at Urbana-Champaign
University of Louisiana at Lafayette,North America,https://lol.fandom.com/wiki/Special:Redirect/file/University of Louisiana at Lafayettelogo profile.png,1,,0,UL,University of Louisiana at Lafayette
"University of Maryland, College Park",Americas,https://lol.fandom.com/wiki/Special:Redirect/file/University of Maryland College Parklogo square.png,0,,0,UMD,University of Maryland College Park
University of Michigan,Americas,https://lol.fandom.com/wiki/Special:Redirect/file/University of Michiganlogo square.png,0,,0,UM,University of Michigan
"University of Minnesota, Twin Cities",Americas,https://lol.fandom.com/wiki/Special:Redirect/file/University of Minnesota Twin Citieslogo square.png,0,,0,UMN,University of Minnesota Twin Cities
University of Mississippi,Americas,https://lol.fandom.com/wiki/Special:Redirect/file/University of Mississippilogo square.png,0,,0,MISS,University of Mississippi
University of North America,North America,https://lol.fandom.com/wiki/Special:Redirect/file/University of North Americalogo square.png,1,,0,UoNA,University of North America
University of Ottawa,Americas,https://lol.fandom.com/wiki/Special:Redirect/file/University of Ottawalogo square.png,0,,0,UO,University of Ottawa
University of South Florida,Americas,https://lol.fandom.com/wiki/Special:Redirect/file/University of South Floridalogo square.png,0,,0,USF,University of South Florida
University of Southern California,Americas,https://lol.fandom.com/wiki/Special:Redirect/file/University of Southern Californialogo square.png,0,,0,USC,University of Southern California
University of St. Thomas,Americas,https://lol.fandom.com/wiki/Special:Redirect/file/University of St. Thomaslogo profile.png,0,,0,UST,University of St. Thomas
University of St. Trevor,North America,https://lol.fandom.com/wiki/Special:Redirect/file/University of St. Trevorlogo square.png,1,,0,UST,University of St. Trevor
University of Texas at Austin,Americas,https://lol.fandom.com/wiki/Special:Redirect/file/University of Texas at Austinlogo square.png,0,,0,UT,University of Texas at Austin
University of Texas at Dallas,Americas,https://lol.fandom.com/wiki/Special:Redirect/file/University of Texas at Dallaslogo square.png,0,,0,UTD,University of Texas at Dallas
University of Toronto,Americas,https://lol.fandom.com/wiki/Special:Redirect/file/University of Torontologo profile.png,0,,0,UT,University of Toronto
University of Toronto Scarborough,North America,https://lol.fandom.com/wiki/Special:Redirect/file/University of Toronto Scarboroughlogo square.png,1,,0,UTSC,University of Toronto Scarborough
University of Washington,Americas,https://lol.fandom.com/wiki/Special:Redirect/file/University of Washingtonlogo square.png,0,,0,UW,University of Washington
University of Waterloo,Americas,https://lol.fandom.com/wiki/Special:Redirect/file/University of Waterloologo profile.png,0,,0,UW,University of Waterloo
University of Western Ontario,Americas,https://lol.fandom.com/wiki/Special:Redirect/file/University of Western Ontariologo square.png,0,,0,UWO,University of Western Ontario
Unknowns Gamers,Latin America,https://lol.fandom.com/wiki/Special:Redirect/file/Unknowns Gamerslogo square.png,1,,0,UKG,Unknowns Gamers
Unlimited Potential,China,https://lol.fandom.com/wiki/Special:Redirect/file/UP logo.png,1,,0,UP,Unlimited Potential
UnlockTan'i,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/UnlockTan'ilogo square.png,1,,0,UZT,UnlockTan'i
Unlockzar,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Unlockzarlogo square.png,1,,0,UZ,Unlockzar
unRestricted eSports,North America,https://lol.fandom.com/wiki/Special:Redirect/file/unRestricted.png,1,,1,UNR,UnRestricted eSports
Unsold Stuff Gaming,Japan,https://lol.fandom.com/wiki/Special:Redirect/file/Unsold Stuff Gaminglogo profile.png,1,,0,USG,Unsold Stuff Gaming
